site,date,depth,temp,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.979609,22.11551,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.959189,22.11554,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.730072,22.11686,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.703522,22.117,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.647815,22.12077,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.408096,22.12246,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.383435,22.12275,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.27866,22.12709,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.260157,22.12755,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.179543,22.13297,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.111445,22.13365,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.102169,22.13389,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.098329,22.14125,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.095644,22.14194,,,
 Riverine Pelagic: Freemont 1,8/29/22,3.053669,22.14939,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.936715,22.14505,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.923711,22.14484,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.863419,22.15116,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.853426,22.15158,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.745098,22.15101,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.732974,22.15121,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.645979,22.15256,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.613748,22.15663,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.608049,22.15706,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.573048,22.1622,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.568956,22.16282,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.493917,22.16551,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.485789,22.16593,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.423039,22.17732,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.311922,22.18628,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.299531,22.18748,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.114894,22.20054,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.094059,22.20204,,,
 Riverine Pelagic: Freemont 1,8/29/22,2.01107,22.22263,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.99702,22.22496,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.807636,22.2899,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.719783,22.30241,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.705419,22.30564,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.54956,22.35822,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.532176,22.36347,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.461506,22.39153,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.449306,22.39603,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.334324,22.40481,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.227997,22.45893,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.214204,22.46428,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.161412,22.52825,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.152941,22.53602,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.156936,22.55523,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.11252,22.5651,,,
 Riverine Pelagic: Freemont 1,8/29/22,1.108447,22.56654,,,
 Riverine Pelagic: Freemont 1,8/29/22,0.9530315,22.57709,,,
 Riverine Pelagic: Freemont 1,8/29/22,0.9369041,22.57836,,,
 Riverine Pelagic: Freemont 1,9/27/22,10.5157,17.256,,,
 Riverine Pelagic: Freemont 1,9/27/22,10.50015,17.2581,,,
 Riverine Pelagic: Freemont 1,9/27/22,10.47686,17.2676,,,
 Riverine Pelagic: Freemont 1,9/27/22,10.47428,17.26852,,,
 Riverine Pelagic: Freemont 1,9/27/22,10.30236,17.26003,,,
 Riverine Pelagic: Freemont 1,9/27/22,10.28632,17.25961,,,
 Riverine Pelagic: Freemont 1,9/27/22,9.969381,17.26142,,,
 Riverine Pelagic: Freemont 1,9/27/22,9.935438,17.26128,,,
 Riverine Pelagic: Freemont 1,9/27/22,9.827738,17.38938,,,
 Riverine Pelagic: Freemont 1,9/27/22,9.453302,17.41483,,,
 Riverine Pelagic: Freemont 1,9/27/22,9.415712,17.4212,,,
 Riverine Pelagic: Freemont 1,9/27/22,9.133369,17.46395,,,
 Riverine Pelagic: Freemont 1,9/27/22,9.094828,17.46842,,,
 Riverine Pelagic: Freemont 1,9/27/22,8.744492,17.496,,,
 Riverine Pelagic: Freemont 1,9/27/22,8.703355,17.49997,,,
 Riverine Pelagic: Freemont 1,9/27/22,8.571523,17.51965,,,
 Riverine Pelagic: Freemont 1,9/27/22,8.292034,17.52505,,,
 Riverine Pelagic: Freemont 1,9/27/22,8.26203,17.52615,,,
 Riverine Pelagic: Freemont 1,9/27/22,8.027547,17.54902,,,
 Riverine Pelagic: Freemont 1,9/27/22,7.996473,17.55125,,,
 Riverine Pelagic: Freemont 1,9/27/22,7.714366,17.59366,,,
 Riverine Pelagic: Freemont 1,9/27/22,7.680387,17.59839,,,
 Riverine Pelagic: Freemont 1,9/27/22,7.544915,17.61587,,,
 Riverine Pelagic: Freemont 1,9/27/22,7.25907,17.61669,,,
 Riverine Pelagic: Freemont 1,9/27/22,7.227821,17.61726,,,
 Riverine Pelagic: Freemont 1,9/27/22,7.024955,17.63236,,,
 Riverine Pelagic: Freemont 1,9/27/22,6.996256,17.63373,,,
 Riverine Pelagic: Freemont 1,9/27/22,6.710268,17.65324,,,
 Riverine Pelagic: Freemont 1,9/27/22,6.677522,17.65555,,,
 Riverine Pelagic: Freemont 1,9/27/22,6.58707,17.66668,,,
 Riverine Pelagic: Freemont 1,9/27/22,6.366683,17.6761,,,
 Riverine Pelagic: Freemont 1,9/27/22,6.343052,17.67734,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.980077,17.67386,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.938729,17.67386,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.846166,17.68401,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.623318,17.69376,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.599554,17.69505,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.353836,17.70519,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.323079,17.70647,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.152855,17.72129,,,
 Riverine Pelagic: Freemont 1,9/27/22,5.128365,17.72302,,,
 Riverine Pelagic: Freemont 1,9/27/22,4.796506,17.73587,,,
 Riverine Pelagic: Freemont 1,9/27/22,4.471681,17.7409,,,
 Riverine Pelagic: Freemont 1,9/27/22,4.429173,17.74181,,,
 Riverine Pelagic: Freemont 1,9/27/22,4.205475,17.76039,,,
 Riverine Pelagic: Freemont 1,9/27/22,4.172677,17.76229,,,
 Riverine Pelagic: Freemont 1,9/27/22,4.036415,17.77822,,,
 Riverine Pelagic: Freemont 1,9/27/22,3.747832,17.7998,,,
 Riverine Pelagic: Freemont 1,9/27/22,3.71589,17.80237,,,
 Riverine Pelagic: Freemont 1,9/27/22,3.453829,17.81907,,,
 Riverine Pelagic: Freemont 1,9/27/22,3.419864,17.82134,,,
 Riverine Pelagic: Freemont 1,9/27/22,3.091136,17.83151,,,
 Riverine Pelagic: Freemont 1,9/27/22,3.052769,17.83299,,,
 Riverine Pelagic: Freemont 1,9/27/22,2.910056,17.85456,,,
 Riverine Pelagic: Freemont 1,9/27/22,2.885843,17.85679,,,
 Riverine Pelagic: Freemont 1,9/27/22,2.582884,17.8632,,,
 Riverine Pelagic: Freemont 1,9/27/22,2.264703,17.86875,,,
 Riverine Pelagic: Freemont 1,9/27/22,2.226004,17.86943,,,
 Riverine Pelagic: Freemont 1,9/27/22,1.986608,17.86718,,,
 Riverine Pelagic: Freemont 1,9/27/22,1.954741,17.86715,,,
 Riverine Pelagic: Freemont 1,9/27/22,1.74146,17.88031,,,
 Riverine Pelagic: Freemont 1,9/27/22,1.714863,17.88137,,,
 Riverine Pelagic: Freemont 1,9/27/22,1.609983,17.89473,,,
 Riverine Pelagic: Freemont 1,9/27/22,1.353316,17.89745,,,
 Riverine Pelagic: Freemont 1,9/27/22,1.326365,17.89808,,,
 Riverine Pelagic: Freemont 1,9/27/22,0.9265626,17.90278,,,
 Riverine Pelagic: Freemont 1,9/27/22,0.880731,17.90327,,,
 Riverine Pelagic: Freemont 1,9/27/22,0.5727575,17.9301,,,
 Riverine Pelagic: Freemont 1,9/27/22,0.5306445,17.93271,,,
 Riverine Pelagic: Freemont 1,9/27/22,0.4093856,17.9619,,,
 Riverine Pelagic: Freemont 1,10/19/22,11.28647,12.63464,,,
 Riverine Pelagic: Freemont 1,10/19/22,11.27862,12.62098,,,
 Riverine Pelagic: Freemont 1,10/19/22,11.2781,12.61956,,,
 Riverine Pelagic: Freemont 1,10/19/22,11.27729,12.62004,,,
 Riverine Pelagic: Freemont 1,10/19/22,11.11205,12.61575,,,
 Riverine Pelagic: Freemont 1,10/19/22,11.09698,12.61539,,,
 Riverine Pelagic: Freemont 1,10/19/22,10.82583,12.59573,,,
 Riverine Pelagic: Freemont 1,10/19/22,10.79554,12.59379,,,
 Riverine Pelagic: Freemont 1,10/19/22,10.51708,12.654,,,
 Riverine Pelagic: Freemont 1,10/19/22,10.48278,12.65873,,,
 Riverine Pelagic: Freemont 1,10/19/22,10.19777,12.78423,,,
 Riverine Pelagic: Freemont 1,10/19/22,10.16316,12.79723,,,
 Riverine Pelagic: Freemont 1,10/19/22,9.707446,12.88427,,,
 Riverine Pelagic: Freemont 1,10/19/22,9.257699,13.05024,,,
 Riverine Pelagic: Freemont 1,10/19/22,9.201663,13.06828,,,
 Riverine Pelagic: Freemont 1,10/19/22,8.977841,13.15286,,,
 Riverine Pelagic: Freemont 1,10/19/22,8.942339,13.1663,,,
 Riverine Pelagic: Freemont 1,10/19/22,8.550343,13.24494,,,
 Riverine Pelagic: Freemont 1,10/19/22,8.507832,13.25487,,,
 Riverine Pelagic: Freemont 1,10/19/22,7.862661,13.41389,,,
 Riverine Pelagic: Freemont 1,10/19/22,7.387146,13.61297,,,
 Riverine Pelagic: Freemont 1,10/19/22,7.322482,13.63653,,,
 Riverine Pelagic: Freemont 1,10/19/22,7.06325,13.74196,,,
 Riverine Pelagic: Freemont 1,10/19/22,7.023867,13.75837,,,
 Riverine Pelagic: Freemont 1,10/19/22,6.818906,13.7914,,,
 Riverine Pelagic: Freemont 1,10/19/22,6.263173,13.81373,,,
 Riverine Pelagic: Freemont 1,10/19/22,6.203634,13.81678,,,
 Riverine Pelagic: Freemont 1,10/19/22,5.916782,13.89124,,,
 Riverine Pelagic: Freemont 1,10/19/22,5.870675,13.89888,,,
 Riverine Pelagic: Freemont 1,10/19/22,5.627892,13.95792,,,
 Riverine Pelagic: Freemont 1,10/19/22,5.596088,13.966,,,
 Riverine Pelagic: Freemont 1,10/19/22,5.210794,14.01114,,,
 Riverine Pelagic: Freemont 1,10/19/22,4.843849,14.08532,,,
 Riverine Pelagic: Freemont 1,10/19/22,4.796798,14.09382,,,
 Riverine Pelagic: Freemont 1,10/19/22,4.711416,14.19906,,,
 Riverine Pelagic: Freemont 1,10/19/22,4.691179,14.21152,,,
 Riverine Pelagic: Freemont 1,10/19/22,4.321058,14.23109,,,
 Riverine Pelagic: Freemont 1,10/19/22,4.014415,14.30596,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.972493,14.31368,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.795209,14.3486,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.768267,14.35456,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.47897,14.36873,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.44603,14.37124,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.288865,14.37612,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.284147,14.40486,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.278789,14.40777,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.27312,14.41005,,,
 Riverine Pelagic: Freemont 1,10/19/22,3.272764,14.4113,,,
 Riverine Pelagic: Freemont 1,10/19/22,2.74857,14.42837,,,
 Riverine Pelagic: Freemont 1,10/19/22,2.201594,14.45501,,,
 Riverine Pelagic: Freemont 1,10/19/22,2.132161,14.45813,,,
 Riverine Pelagic: Freemont 1,10/19/22,1.844453,14.49513,,,
 Riverine Pelagic: Freemont 1,10/19/22,1.799522,14.49945,,,
 Riverine Pelagic: Freemont 1,10/19/22,1.772495,14.52361,,,
 Riverine Pelagic: Freemont 1,10/19/22,1.760591,14.52704,,,
 Riverine Pelagic: Freemont 1,10/19/22,1.11051,14.52457,,,
 Riverine Pelagic: Freemont 1,10/19/22,1.05324,14.5252,,,
 Riverine Pelagic: Freemont 1,10/19/22,0.7581276,14.55131,,,
 Riverine Pelagic: Freemont 1,10/19/22,0.5826825,14.57181,,,
 Riverine Pelagic: Freemont 1,10/19/22,0.5587191,14.57453,,,
 Riverine Pelagic: Freemont 1,10/19/22,0.5283014,14.57668,,,
 Riverine Pelagic: Freemont 1,10/19/22,0.5206121,14.57751,,,
 Tough Creek Campground,5/10/22,6.039016,9.320771,,,
 Tough Creek Campground,5/10/22,6.029206,9.318051,,,
 Tough Creek Campground,5/10/22,5.996296,9.328317,,,
 Tough Creek Campground,5/10/22,5.988306,9.328231,,,
 Tough Creek Campground,5/10/22,5.599536,9.32792,,,
 Tough Creek Campground,5/10/22,5.200746,9.332025,,,
 Tough Creek Campground,5/10/22,5.150376,9.332366,,,
 Tough Creek Campground,5/10/22,4.741846,9.333799,,,
 Tough Creek Campground,5/10/22,4.690846,9.334074,,,
 Tough Creek Campground,5/10/22,4.444416,9.338782,,,
 Tough Creek Campground,5/10/22,4.407856,9.339257,,,
 Tough Creek Campground,5/10/22,4.003966,9.367672,,,
 Tough Creek Campground,5/10/22,3.585796,9.380465,,,
 Tough Creek Campground,5/10/22,3.533106,9.382606,,,
 Tough Creek Campground,5/10/22,3.310346,9.414937,,,
 Tough Creek Campground,5/10/22,3.275556,9.41834,,,
 Tough Creek Campground,5/10/22,2.908136,9.444345,,,
 Tough Creek Campground,5/10/22,2.491826,9.463288,,,
 Tough Creek Campground,5/10/22,2.440226,9.465879,,,
 Tough Creek Campground,5/10/22,1.954906,9.473533,,,
 Tough Creek Campground,5/10/22,1.895066,9.474841,,,
 Tough Creek Campground,5/10/22,1.681166,9.50816,,,
 Tough Creek Campground,5/10/22,1.643966,9.511509,,,
 Tough Creek Campground,5/10/22,1.228926,9.546642,,,
 Tough Creek Campground,5/10/22,0.790997,9.755791,,,
 Tough Creek Campground,5/10/22,0.735139,9.77706,,,
 Tough Creek Campground,5/10/22,0.536003,9.952876,,,
 Tough Creek Campground,5/10/22,0.501935,9.976997,,,
 Tough Creek Campground,5/10/22,0.191802,10.04094,,,
 Tough Creek Campground,5/10/22,0.030877,10.18089,,,
 Tough Creek Campground,5/10/22,0.005187,10.19622,,,
 Tough Creek Campground,5/10/22,0,10.28029,,,
 Tough Creek Campground,6/15/22,8.212253,15.12266,,,
 Tough Creek Campground,6/15/22,8.190798,15.09549,,,
 Tough Creek Campground,6/15/22,8.188975,15.09232,,,
 Tough Creek Campground,6/15/22,8.188578,15.1,,,
 Tough Creek Campground,6/15/22,8.187789,15.09983,,,
 Tough Creek Campground,6/15/22,7.931601,15.07843,,,
 Tough Creek Campground,6/15/22,7.908428,15.07682,,,
 Tough Creek Campground,6/15/22,7.610229,15.06361,,,
 Tough Creek Campground,6/15/22,7.216032,15.07812,,,
 Tough Creek Campground,6/15/22,7.169469,15.07911,,,
 Tough Creek Campground,6/15/22,7.016472,15.10289,,,
 Tough Creek Campground,6/15/22,6.989051,15.10563,,,
 Tough Creek Campground,6/15/22,6.711921,15.10772,,,
 Tough Creek Campground,6/15/22,6.681575,15.10874,,,
 Tough Creek Campground,6/15/22,6.345805,15.13516,,,
 Tough Creek Campground,6/15/22,6.114537,15.15482,,,
 Tough Creek Campground,6/15/22,6.08192,15.15756,,,
 Tough Creek Campground,6/15/22,5.763841,15.14298,,,
 Tough Creek Campground,6/15/22,5.726395,15.14229,,,
 Tough Creek Campground,6/15/22,5.315228,15.143,,,
 Tough Creek Campground,6/15/22,4.964724,15.15352,,,
 Tough Creek Campground,6/15/22,4.917919,15.1546,,,
 Tough Creek Campground,6/15/22,4.784738,15.15761,,,
 Tough Creek Campground,6/15/22,4.760471,15.15828,,,
 Tough Creek Campground,6/15/22,4.299627,15.15654,,,
 Tough Creek Campground,6/15/22,3.811386,15.1625,,,
 Tough Creek Campground,6/15/22,3.748441,15.16303,,,
 Tough Creek Campground,6/15/22,3.66021,15.15222,,,
 Tough Creek Campground,6/15/22,3.635029,15.15144,,,
 Tough Creek Campground,6/15/22,3.203864,15.1443,,,
 Tough Creek Campground,6/15/22,3.161021,15.14324,,,
 Tough Creek Campground,6/15/22,2.765969,15.14902,,,
 Tough Creek Campground,6/15/22,2.375384,15.14262,,,
 Tough Creek Campground,6/15/22,2.325289,15.1422,,,
 Tough Creek Campground,6/15/22,2.21707,15.15831,,,
 Tough Creek Campground,6/15/22,2.193392,15.15952,,,
 Tough Creek Campground,6/15/22,1.833143,15.15985,,,
 Tough Creek Campground,6/15/22,1.797138,15.16046,,,
 Tough Creek Campground,6/15/22,1.53009,15.16143,,,
 Tough Creek Campground,6/15/22,1.057814,15.15385,,,
 Tough Creek Campground,6/15/22,1.006256,15.15319,,,
 Tough Creek Campground,6/15/22,0.7425268,15.1705,,,
 Tough Creek Campground,6/15/22,0.7031063,15.1718,,,
 Tough Creek Campground,6/15/22,0.5567873,15.30918,,,
 Tough Creek Campground,6/15/22,0.5355447,15.32189,,,
 Tough Creek Campground,7/12/22,10.62075,20.10214,,,
 Tough Creek Campground,7/12/22,10.64336,20.20178,,,
 Tough Creek Campground,7/12/22,10.64605,20.21198,,,
 Tough Creek Campground,7/12/22,10.54297,20.10186,,,
 Tough Creek Campground,7/12/22,10.53436,20.09534,,,
 Tough Creek Campground,7/12/22,10.38795,20.12578,,,
 Tough Creek Campground,7/12/22,10.37098,20.1246,,,
 Tough Creek Campground,7/12/22,10.24265,20.10834,,,
 Tough Creek Campground,7/12/22,10.22626,20.10818,,,
 Tough Creek Campground,7/12/22,10.12109,20.11744,,,
 Tough Creek Campground,7/12/22,10.06599,20.12009,,,
 Tough Creek Campground,7/12/22,10.0576,20.1207,,,
 Tough Creek Campground,7/12/22,9.881305,20.11809,,,
 Tough Creek Campground,7/12/22,9.863381,20.11794,,,
 Tough Creek Campground,7/12/22,9.600733,20.07056,,,
 Tough Creek Campground,7/12/22,9.570774,20.06622,,,
 Tough Creek Campground,7/12/22,9.489134,20.05161,,,
 Tough Creek Campground,7/12/22,9.373583,20.05944,,,
 Tough Creek Campground,7/12/22,9.360284,20.05974,,,
 Tough Creek Campground,7/12/22,9.189137,20.11584,,,
 Tough Creek Campground,7/12/22,9.169307,20.12135,,,
 Tough Creek Campground,7/12/22,9.098254,20.17881,,,
 Tough Creek Campground,7/12/22,8.927611,20.18248,,,
 Tough Creek Campground,7/12/22,8.909389,20.18465,,,
 Tough Creek Campground,7/12/22,8.607197,20.23639,,,
 Tough Creek Campground,7/12/22,8.573012,20.24125,,,
 Tough Creek Campground,7/12/22,8.482437,20.28659,,,
 Tough Creek Campground,7/12/22,8.243321,20.31473,,,
 Tough Creek Campground,7/12/22,8.217924,20.31882,,,
 Tough Creek Campground,7/12/22,8.010643,20.36142,,,
 Tough Creek Campground,7/12/22,7.982722,20.36634,,,
 Tough Creek Campground,7/12/22,7.745949,20.42122,,,
 Tough Creek Campground,7/12/22,7.716794,20.42782,,,
 Tough Creek Campground,7/12/22,7.355513,20.43754,,,
 Tough Creek Campground,7/12/22,7.137284,20.50808,,,
 Tough Creek Campground,7/12/22,7.105258,20.51489,,,
 Tough Creek Campground,7/12/22,6.980433,20.53594,,,
 Tough Creek Campground,7/12/22,6.962348,20.54026,,,
 Tough Creek Campground,7/12/22,6.711157,20.57187,,,
 Tough Creek Campground,7/12/22,6.685031,20.57527,,,
 Tough Creek Campground,7/12/22,6.502584,20.60735,,,
 Tough Creek Campground,7/12/22,6.478043,20.61124,,,
 Tough Creek Campground,7/12/22,6.076641,20.65293,,,
 Tough Creek Campground,7/12/22,6.035499,20.65766,,,
 Tough Creek Campground,7/12/22,5.828457,20.68974,,,
 Tough Creek Campground,7/12/22,5.711307,20.72099,,,
 Tough Creek Campground,7/12/22,5.694568,20.72481,,,
 Tough Creek Campground,7/12/22,5.453434,20.75462,,,
 Tough Creek Campground,7/12/22,5.427844,20.75835,,,
 Tough Creek Campground,7/12/22,5.235965,20.78394,,,
 Tough Creek Campground,7/12/22,5.210121,20.78729,,,
 Tough Creek Campground,7/12/22,5.113174,20.82642,,,
 Tough Creek Campground,7/12/22,4.98951,20.86236,,,
 Tough Creek Campground,7/12/22,4.975114,20.86689,,,
 Tough Creek Campground,7/12/22,4.788454,20.87988,,,
 Tough Creek Campground,7/12/22,4.76736,20.88223,,,
 Tough Creek Campground,7/12/22,4.648551,20.89409,,,
 Tough Creek Campground,7/12/22,4.631398,20.89557,,,
 Tough Creek Campground,7/12/22,4.522099,20.93115,,,
 Tough Creek Campground,7/12/22,4.436404,20.95794,,,
 Tough Creek Campground,7/12/22,4.424829,20.96162,,,
 Tough Creek Campground,7/12/22,3.993121,20.95066,,,
 Tough Creek Campground,7/12/22,3.951155,20.95058,,,
 Tough Creek Campground,7/12/22,3.631688,20.95717,,,
 Tough Creek Campground,7/12/22,3.294929,20.98367,,,
 Tough Creek Campground,7/12/22,3.25297,20.98652,,,
 Tough Creek Campground,7/12/22,2.916706,21.0101,,,
 Tough Creek Campground,7/12/22,2.873682,21.0133,,,
 Tough Creek Campground,7/12/22,2.529771,21.07817,,,
 Tough Creek Campground,7/12/22,2.485657,21.08506,,,
 Tough Creek Campground,7/12/22,2.099072,21.20128,,,
 Tough Creek Campground,7/12/22,1.981972,21.2677,,,
 Tough Creek Campground,7/12/22,1.957974,21.27785,,,
 Tough Creek Campground,7/12/22,1.813534,21.37168,,,
 Tough Creek Campground,7/12/22,1.796296,21.38274,,,
 Tough Creek Campground,7/12/22,1.490624,21.45636,,,
 Tough Creek Campground,7/12/22,1.360205,21.53932,,,
 Tough Creek Campground,7/12/22,1.337715,21.5496,,,
 Tough Creek Campground,7/12/22,1.175068,21.60931,,,
 Tough Creek Campground,7/12/22,1.155636,21.61778,,,
 Tough Creek Campground,7/12/22,0.9317122,21.70461,,,
 Tough Creek Campground,7/12/22,0.9054561,21.71463,,,
 Tough Creek Campground,7/12/22,0.5797417,21.85411,,,
 Tough Creek Campground,7/12/22,0.4370139,22.25207,,,
 Tough Creek Campground,7/12/22,0.414129,22.29291,,,
 Tough Creek Campground,7/12/22,0.286977,22.51356,,,
 Tough Creek Campground,7/12/22,0.2715924,22.54678,,,
 Tough Creek Campground,7/12/22,0.2494232,22.85866,,,
 Tough Creek Campground,7/12/22,0.2433352,22.89361,,,
 Tough Creek Campground,7/12/22,0.2668496,23.11416,,,
 Tough Creek Campground,7/12/22,0.2682345,23.14479,,,
 Tough Creek Campground,7/12/22,0.2533133,23.23138,,,
 Tough Creek Campground,7/12/22,0.2356178,23.30322,,,
 Tough Creek Campground,7/12/22,0.2334799,23.31258,,,
 Tough Creek Campground,7/12/22,0.2438309,23.34295,,,
 Tough Creek Campground,8/29/22,9.289059,22.12473,,,
 Tough Creek Campground,8/29/22,9.290076,22.12419,,,
 Tough Creek Campground,8/29/22,9.290396,22.12627,,,
 Tough Creek Campground,8/29/22,9.290934,22.12624,,,
 Tough Creek Campground,8/29/22,9.286984,22.13435,,,
 Tough Creek Campground,8/29/22,9.056435,22.1351,,,
 Tough Creek Campground,8/29/22,9.034496,22.13542,,,
 Tough Creek Campground,8/29/22,8.915492,22.13013,,,
 Tough Creek Campground,8/29/22,8.896133,22.12964,,,
 Tough Creek Campground,8/29/22,8.66897,22.14038,,,
 Tough Creek Campground,8/29/22,8.435287,22.15353,,,
 Tough Creek Campground,8/29/22,8.405504,22.15516,,,
 Tough Creek Campground,8/29/22,8.286968,22.15767,,,
 Tough Creek Campground,8/29/22,8.267988,22.15835,,,
 Tough Creek Campground,8/29/22,8.055733,22.15109,,,
 Tough Creek Campground,8/29/22,8.031891,22.15048,,,
 Tough Creek Campground,8/29/22,7.729414,22.16846,,,
 Tough Creek Campground,8/29/22,7.530594,22.18491,,,
 Tough Creek Campground,8/29/22,7.502117,22.18706,,,
 Tough Creek Campground,8/29/22,7.135973,22.1861,,,
 Tough Creek Campground,8/29/22,7.094969,22.18657,,,
 Tough Creek Campground,8/29/22,6.790076,22.1882,,,
 Tough Creek Campground,8/29/22,6.679271,22.19481,,,
 Tough Creek Campground,8/29/22,6.65934,22.19551,,,
 Tough Creek Campground,8/29/22,6.51245,22.1997,,,
 Tough Creek Campground,8/29/22,6.495453,22.20033,,,
 Tough Creek Campground,8/29/22,6.168587,22.20397,,,
 Tough Creek Campground,8/29/22,6.132847,22.20445,,,
 Tough Creek Campground,8/29/22,5.988432,22.21334,,,
 Tough Creek Campground,8/29/22,5.919179,22.22225,,,
 Tough Creek Campground,8/29/22,5.907971,22.22337,,,
 Tough Creek Campground,8/29/22,5.604601,22.21639,,,
 Tough Creek Campground,8/29/22,5.575113,22.21606,,,
 Tough Creek Campground,8/29/22,5.419775,22.21628,,,
 Tough Creek Campground,8/29/22,5.395518,22.21604,,,
 Tough Creek Campground,8/29/22,5.296136,22.22225,,,
 Tough Creek Campground,8/29/22,5.153663,22.22303,,,
 Tough Creek Campground,8/29/22,5.137349,22.2233,,,
 Tough Creek Campground,8/29/22,4.944197,22.2169,,,
 Tough Creek Campground,8/29/22,4.921588,22.21632,,,
 Tough Creek Campground,8/29/22,4.917576,22.22177,,,
 Tough Creek Campground,8/29/22,4.910412,22.22203,,,
 Tough Creek Campground,8/29/22,4.667369,22.23488,,,
 Tough Creek Campground,8/29/22,4.462947,22.22857,,,
 Tough Creek Campground,8/29/22,4.436044,22.22835,,,
 Tough Creek Campground,8/29/22,4.310332,22.23066,,,
 Tough Creek Campground,8/29/22,4.292284,22.2306,,,
 Tough Creek Campground,8/29/22,4.043429,22.22892,,,
 Tough Creek Campground,8/29/22,4.017087,22.22886,,,
 Tough Creek Campground,8/29/22,3.79102,22.23733,,,
 Tough Creek Campground,8/29/22,3.546729,22.2412,,,
 Tough Creek Campground,8/29/22,3.516726,22.24184,,,
 Tough Creek Campground,8/29/22,3.328259,22.23908,,,
 Tough Creek Campground,8/29/22,3.302595,22.23893,,,
 Tough Creek Campground,8/29/22,3.07238,22.24772,,,
 Tough Creek Campground,8/29/22,3.044604,22.24842,,,
 Tough Creek Campground,8/29/22,2.684174,22.25637,,,
 Tough Creek Campground,8/29/22,2.612183,22.25685,,,
 Tough Creek Campground,8/29/22,2.593603,22.25714,,,
 Tough Creek Campground,8/29/22,2.257703,22.25899,,,
 Tough Creek Campground,8/29/22,2.224368,22.25917,,,
 Tough Creek Campground,8/29/22,2.016084,22.28686,,,
 Tough Creek Campground,8/29/22,1.67806,22.3037,,,
 Tough Creek Campground,8/29/22,1.639377,22.30622,,,
 Tough Creek Campground,8/29/22,1.504734,22.32151,,,
 Tough Creek Campground,8/29/22,1.480523,22.32348,,,
