site,date,depth,temp,,,
 Transitional Pelagic: Sand Mesa,9/22/20,10,17.2,,,
 Transitional Pelagic: Sand Mesa,9/22/20,11,17.11,,,
 Transitional Pelagic: Sand Mesa,9/22/20,12,17.06,,,
 Transitional Pelagic: Sand Mesa,9/22/20,13,17.02,,,
 Transitional Pelagic: Sand Mesa,9/22/20,14,16.94,,,
 Transitional Pelagic: Sand Mesa,10/13/20,0,14.27,,,
 Transitional Pelagic: Sand Mesa,10/13/20,0.5,14.34,,,
 Transitional Pelagic: Sand Mesa,10/13/20,1,14.34,,,
 Transitional Pelagic: Sand Mesa,10/13/20,1.5,14.37,,,
 Transitional Pelagic: Sand Mesa,10/13/20,2,14.38,,,
 Transitional Pelagic: Sand Mesa,10/13/20,2.5,14.37,,,
 Transitional Pelagic: Sand Mesa,10/13/20,3,14.36,,,
 Transitional Pelagic: Sand Mesa,10/13/20,4,14.36,,,
 Transitional Pelagic: Sand Mesa,10/13/20,5,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,6,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,7,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,8,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,9,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,10,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,11,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,12,14.35,,,
 Transitional Pelagic: Sand Mesa,10/13/20,13,14.34,,,
 Transitional Pelagic: Sand Mesa,10/13/20,14,14.15,,,
 Transitional Pelagic: Sand Mesa,5/18/21,0,15.2,,,
 Transitional Pelagic: Sand Mesa,5/18/21,0.5,14.8,,,
 Transitional Pelagic: Sand Mesa,5/18/21,1,14.4,,,
 Transitional Pelagic: Sand Mesa,5/18/21,1.5,14.2,,,
 Transitional Pelagic: Sand Mesa,5/18/21,2,14.1,,,
 Transitional Pelagic: Sand Mesa,5/18/21,2.5,14,,,
 Transitional Pelagic: Sand Mesa,5/18/21,3,13.9,,,
 Transitional Pelagic: Sand Mesa,5/18/21,4,13.8,,,
 Transitional Pelagic: Sand Mesa,5/18/21,5,12.8,,,
 Transitional Pelagic: Sand Mesa,5/18/21,6,12,,,
 Transitional Pelagic: Sand Mesa,5/18/21,7,11.6,,,
 Transitional Pelagic: Sand Mesa,5/18/21,8,11.3,,,
 Transitional Pelagic: Sand Mesa,5/18/21,9,10.2,,,
 Transitional Pelagic: Sand Mesa,5/18/21,10,9.7,,,
 Transitional Pelagic: Sand Mesa,5/18/21,11,9.2,,,
 Transitional Pelagic: Sand Mesa,5/18/21,12,9.2,,,
 Transitional Pelagic: Sand Mesa,5/18/21,13,9.1,,,
 Transitional Pelagic: Sand Mesa,5/18/21,14,9.1,,,
 Transitional Pelagic: Sand Mesa,6/22/21,16.233771,14.2524,,,
 Transitional Pelagic: Sand Mesa,6/22/21,16.233601,14.25365,,,
 Transitional Pelagic: Sand Mesa,6/22/21,16.233431,14.25489,,,
 Transitional Pelagic: Sand Mesa,6/22/21,16.233251,14.25614,,,
 Transitional Pelagic: Sand Mesa,6/22/21,15.950821,14.2342,,,
 Transitional Pelagic: Sand Mesa,6/22/21,15.937761,14.23373,,,
 Transitional Pelagic: Sand Mesa,6/22/21,15.924701,14.23326,,,
 Transitional Pelagic: Sand Mesa,6/22/21,15.115661,14.16607,,,
 Transitional Pelagic: Sand Mesa,6/22/21,15.073261,14.16258,,,
 Transitional Pelagic: Sand Mesa,6/22/21,15.030861,14.15908,,,
 Transitional Pelagic: Sand Mesa,6/22/21,14.988461,14.15558,,,
 Transitional Pelagic: Sand Mesa,6/22/21,14.357241,14.51883,,,
 Transitional Pelagic: Sand Mesa,6/22/21,14.312871,14.53429,,,
 Transitional Pelagic: Sand Mesa,6/22/21,14.268501,14.54976,,,
 Transitional Pelagic: Sand Mesa,6/22/21,14.224131,14.56523,,,
 Transitional Pelagic: Sand Mesa,6/22/21,13.653841,15.02289,,,
 Transitional Pelagic: Sand Mesa,6/22/21,13.614991,15.05085,,,
 Transitional Pelagic: Sand Mesa,6/22/21,13.576141,15.07881,,,
 Transitional Pelagic: Sand Mesa,6/22/21,13.071401,15.19778,,,
 Transitional Pelagic: Sand Mesa,6/22/21,13.036531,15.21221,,,
 Transitional Pelagic: Sand Mesa,6/22/21,13.001651,15.22663,,,
 Transitional Pelagic: Sand Mesa,6/22/21,12.409751,15.32291,,,
 Transitional Pelagic: Sand Mesa,6/22/21,12.371691,15.32984,,,
 Transitional Pelagic: Sand Mesa,6/22/21,12.333631,15.33677,,,
 Transitional Pelagic: Sand Mesa,6/22/21,12.295571,15.3437,,,
 Transitional Pelagic: Sand Mesa,6/22/21,11.750551,15.42921,,,
 Transitional Pelagic: Sand Mesa,6/22/21,11.712991,15.4352,,,
 Transitional Pelagic: Sand Mesa,6/22/21,11.675431,15.44119,,,
 Transitional Pelagic: Sand Mesa,6/22/21,11.137001,15.52732,,,
 Transitional Pelagic: Sand Mesa,6/22/21,11.100911,15.53307,,,
 Transitional Pelagic: Sand Mesa,6/22/21,11.064821,15.53882,,,
 Transitional Pelagic: Sand Mesa,6/22/21,11.028741,15.54457,,,
 Transitional Pelagic: Sand Mesa,6/22/21,10.507631,15.60019,,,
 Transitional Pelagic: Sand Mesa,6/22/21,10.472481,15.60452,,,
 Transitional Pelagic: Sand Mesa,6/22/21,10.437331,15.60885,,,
 Transitional Pelagic: Sand Mesa,6/22/21,9.881741,15.70541,,,
 Transitional Pelagic: Sand Mesa,6/22/21,9.845301,15.71108,,,
 Transitional Pelagic: Sand Mesa,6/22/21,9.808861,15.71674,,,
 Transitional Pelagic: Sand Mesa,6/22/21,9.772421,15.72241,,,
 Transitional Pelagic: Sand Mesa,6/22/21,9.243491,15.83645,,,
 Transitional Pelagic: Sand Mesa,6/22/21,9.207872,15.84364,,,
 Transitional Pelagic: Sand Mesa,6/22/21,9.172255,15.85083,,,
 Transitional Pelagic: Sand Mesa,6/22/21,8.557612,15.9046,,,
 Transitional Pelagic: Sand Mesa,6/22/21,8.517786,15.90933,,,
 Transitional Pelagic: Sand Mesa,6/22/21,8.477962,15.91406,,,
 Transitional Pelagic: Sand Mesa,6/22/21,8.438136,15.91879,,,
 Transitional Pelagic: Sand Mesa,6/22/21,7.774858,15.94549,,,
 Transitional Pelagic: Sand Mesa,6/22/21,7.730827,15.94788,,,
 Transitional Pelagic: Sand Mesa,6/22/21,7.686795,15.95027,,,
 Transitional Pelagic: Sand Mesa,6/22/21,7.018675,16.15668,,,
 Transitional Pelagic: Sand Mesa,6/22/21,6.973307,16.16714,,,
 Transitional Pelagic: Sand Mesa,6/22/21,6.927938,16.1776,,,
 Transitional Pelagic: Sand Mesa,6/22/21,6.882569,16.18807,,,
 Transitional Pelagic: Sand Mesa,6/22/21,6.54038,16.56693,,,
 Transitional Pelagic: Sand Mesa,6/22/21,6.510216,16.58863,,,
 Transitional Pelagic: Sand Mesa,6/22/21,6.480052,16.61032,,,
 Transitional Pelagic: Sand Mesa,6/22/21,5.597407,16.87911,,,
 Transitional Pelagic: Sand Mesa,6/22/21,5.547458,16.89942,,,
 Transitional Pelagic: Sand Mesa,6/22/21,5.497508,16.91973,,,
 Transitional Pelagic: Sand Mesa,6/22/21,4.861677,17.16044,,,
 Transitional Pelagic: Sand Mesa,6/22/21,4.813101,17.17745,,,
 Transitional Pelagic: Sand Mesa,6/22/21,4.764525,17.19447,,,
 Transitional Pelagic: Sand Mesa,6/22/21,4.715949,17.21148,,,
 Transitional Pelagic: Sand Mesa,6/22/21,4.204508,18.19742,,,
 Transitional Pelagic: Sand Mesa,6/22/21,4.166755,18.24899,,,
 Transitional Pelagic: Sand Mesa,6/22/21,4.129001,18.30056,,,
 Transitional Pelagic: Sand Mesa,6/22/21,3.410409,19.08479,,,
 Transitional Pelagic: Sand Mesa,6/22/21,3.365209,19.14197,,,
 Transitional Pelagic: Sand Mesa,6/22/21,3.32001,19.19915,,,
 Transitional Pelagic: Sand Mesa,6/22/21,3.274811,19.25633,,,
 Transitional Pelagic: Sand Mesa,6/22/21,2.490996,19.38757,,,
 Transitional Pelagic: Sand Mesa,6/22/21,2.439735,19.41063,,,
 Transitional Pelagic: Sand Mesa,6/22/21,2.388475,19.43369,,,
 Transitional Pelagic: Sand Mesa,6/22/21,1.686368,19.60028,,,
 Transitional Pelagic: Sand Mesa,6/22/21,1.637397,19.61162,,,
 Transitional Pelagic: Sand Mesa,6/22/21,1.588425,19.62295,,,
 Transitional Pelagic: Sand Mesa,6/22/21,1.539454,19.63428,,,
 Transitional Pelagic: Sand Mesa,6/22/21,0.53596,20.07072,,,
 Transitional Pelagic: Sand Mesa,6/22/21,0.474175,20.09474,,,
 Transitional Pelagic: Sand Mesa,6/22/21,0.41239,20.11876,,,
 Transitional Pelagic: Sand Mesa,6/22/21,0.0723891,20.45145,,,
 Transitional Pelagic: Sand Mesa,6/22/21,0.0361946,20.4755,,,
 Transitional Pelagic: Sand Mesa,6/22/21,0,20.49955,,,
 Transitional Pelagic: Sand Mesa,7/21/21,16.013065,19.16145,,,
 Transitional Pelagic: Sand Mesa,7/21/21,16.012545,19.16129,,,
 Transitional Pelagic: Sand Mesa,7/21/21,15.989405,19.16011,,,
 Transitional Pelagic: Sand Mesa,7/21/21,15.987965,19.15997,,,
 Transitional Pelagic: Sand Mesa,7/21/21,15.986535,19.15983,,,
 Transitional Pelagic: Sand Mesa,7/21/21,15.985105,19.15969,,,
 Transitional Pelagic: Sand Mesa,7/21/21,15.439035,19.15984,,,
 Transitional Pelagic: Sand Mesa,7/21/21,15.412625,19.15982,,,
 Transitional Pelagic: Sand Mesa,7/21/21,15.386215,19.15981,,,
 Transitional Pelagic: Sand Mesa,7/21/21,14.800435,19.20051,,,
 Transitional Pelagic: Sand Mesa,7/21/21,14.761505,19.20247,,,
 Transitional Pelagic: Sand Mesa,7/21/21,14.722565,19.20442,,,
 Transitional Pelagic: Sand Mesa,7/21/21,14.683635,19.20637,,,
 Transitional Pelagic: Sand Mesa,7/21/21,14.173345,19.4847,,,
 Transitional Pelagic: Sand Mesa,7/21/21,14.137425,19.49822,,,
 Transitional Pelagic: Sand Mesa,7/21/21,14.101515,19.51174,,,
 Transitional Pelagic: Sand Mesa,7/21/21,13.922225,19.82302,,,
 Transitional Pelagic: Sand Mesa,7/21/21,13.903595,19.84291,,,
 Transitional Pelagic: Sand Mesa,7/21/21,13.884975,19.8628,,,
 Transitional Pelagic: Sand Mesa,7/21/21,13.446515,19.95424,,,
 Transitional Pelagic: Sand Mesa,7/21/21,13.421965,19.96442,,,
 Transitional Pelagic: Sand Mesa,7/21/21,13.397425,19.97459,,,
 Transitional Pelagic: Sand Mesa,7/21/21,13.372875,19.98477,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.914135,20.07027,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.883085,20.07623,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.852035,20.0822,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.645605,20.17744,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.626295,20.18385,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.606985,20.19026,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.587675,20.19666,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.170145,20.27201,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.146075,20.27756,,,
 Transitional Pelagic: Sand Mesa,7/21/21,12.122005,20.28311,,,
 Transitional Pelagic: Sand Mesa,7/21/21,11.673955,20.44457,,,
 Transitional Pelagic: Sand Mesa,7/21/21,11.644295,20.45382,,,
 Transitional Pelagic: Sand Mesa,7/21/21,11.614625,20.46306,,,
 Transitional Pelagic: Sand Mesa,7/21/21,11.584965,20.47231,,,
 Transitional Pelagic: Sand Mesa,7/21/21,11.150635,20.78012,,,
 Transitional Pelagic: Sand Mesa,7/21/21,11.121165,20.7977,,,
 Transitional Pelagic: Sand Mesa,7/21/21,11.091685,20.81527,,,
 Transitional Pelagic: Sand Mesa,7/21/21,10.905965,20.9928,,,
 Transitional Pelagic: Sand Mesa,7/21/21,10.888465,21.00725,,,
 Transitional Pelagic: Sand Mesa,7/21/21,10.870955,21.02171,,,
 Transitional Pelagic: Sand Mesa,7/21/21,10.853455,21.03616,,,
 Transitional Pelagic: Sand Mesa,7/21/21,10.427305,21.0748,,,
 Transitional Pelagic: Sand Mesa,7/21/21,10.403665,21.08047,,,
 Transitional Pelagic: Sand Mesa,7/21/21,10.380025,21.08615,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.932575,21.19424,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.902765,21.20042,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.872965,21.2066,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.843155,21.21277,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.395025,21.41451,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.364545,21.4262,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.334065,21.43789,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.116015,21.46371,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.096505,21.46902,,,
 Transitional Pelagic: Sand Mesa,7/21/21,9.077005,21.47432,,,
 Transitional Pelagic: Sand Mesa,7/21/21,8.637075,21.51595,,,
 Transitional Pelagic: Sand Mesa,7/21/21,8.611315,21.51855,,,
 Transitional Pelagic: Sand Mesa,7/21/21,8.585545,21.52114,,,
 Transitional Pelagic: Sand Mesa,7/21/21,8.559775,21.52373,,,
 Transitional Pelagic: Sand Mesa,7/21/21,8.169635,21.56916,,,
 Transitional Pelagic: Sand Mesa,7/21/21,8.142145,21.57218,,,
 Transitional Pelagic: Sand Mesa,7/21/21,8.114655,21.57519,,,
 Transitional Pelagic: Sand Mesa,7/21/21,7.801155,21.64709,,,
 Transitional Pelagic: Sand Mesa,7/21/21,7.778325,21.65144,,,
 Transitional Pelagic: Sand Mesa,7/21/21,7.755495,21.6558,,,
 Transitional Pelagic: Sand Mesa,7/21/21,7.732665,21.66015,,,
 Transitional Pelagic: Sand Mesa,7/21/21,7.329325,21.69035,,,
 Transitional Pelagic: Sand Mesa,7/21/21,7.304125,21.69325,,,
 Transitional Pelagic: Sand Mesa,7/21/21,7.278935,21.69615,,,
 Transitional Pelagic: Sand Mesa,7/21/21,6.748315,21.75053,,,
 Transitional Pelagic: Sand Mesa,7/21/21,6.715105,21.75375,,,
 Transitional Pelagic: Sand Mesa,7/21/21,6.681895,21.75698,,,
 Transitional Pelagic: Sand Mesa,7/21/21,6.473075,21.74487,,,
 Transitional Pelagic: Sand Mesa,7/21/21,6.452745,21.74532,,,
 Transitional Pelagic: Sand Mesa,7/21/21,6.432425,21.74576,,,
 Transitional Pelagic: Sand Mesa,7/21/21,6.412095,21.74621,,,
 Transitional Pelagic: Sand Mesa,7/21/21,5.842285,21.77514,,,
 Transitional Pelagic: Sand Mesa,7/21/21,5.810555,21.77629,,,
 Transitional Pelagic: Sand Mesa,7/21/21,5.778835,21.77743,,,
 Transitional Pelagic: Sand Mesa,7/21/21,5.255955,21.83801,,,
 Transitional Pelagic: Sand Mesa,7/21/21,5.218905,21.84156,,,
 Transitional Pelagic: Sand Mesa,7/21/21,5.181845,21.84511,,,
 Transitional Pelagic: Sand Mesa,7/21/21,5.144795,21.84866,,,
 Transitional Pelagic: Sand Mesa,7/21/21,4.613135,21.90345,,,
 Transitional Pelagic: Sand Mesa,7/21/21,4.576915,21.9073,,,
 Transitional Pelagic: Sand Mesa,7/21/21,4.540695,21.91115,,,
 Transitional Pelagic: Sand Mesa,7/21/21,4.101525,21.94378,,,
 Transitional Pelagic: Sand Mesa,7/21/21,4.069595,21.94645,,,
 Transitional Pelagic: Sand Mesa,7/21/21,4.037665,21.94912,,,
 Transitional Pelagic: Sand Mesa,7/21/21,3.541895,21.97647,,,
 Transitional Pelagic: Sand Mesa,7/21/21,3.509035,21.97845,,,
 Transitional Pelagic: Sand Mesa,7/21/21,3.476175,21.98043,,,
 Transitional Pelagic: Sand Mesa,7/21/21,3.443315,21.98241,,,
 Transitional Pelagic: Sand Mesa,7/21/21,2.934705,22.00024,,,
 Transitional Pelagic: Sand Mesa,7/21/21,2.899995,22.00167,,,
 Transitional Pelagic: Sand Mesa,7/21/21,2.865295,22.0031,,,
 Transitional Pelagic: Sand Mesa,7/21/21,2.624445,22.03101,,,
 Transitional Pelagic: Sand Mesa,7/21/21,2.602645,22.03271,,,
 Transitional Pelagic: Sand Mesa,7/21/21,2.580845,22.0344,,,
 Transitional Pelagic: Sand Mesa,7/21/21,2.559045,22.03609,,,
 Transitional Pelagic: Sand Mesa,7/21/21,1.969275,22.05306,,,
 Transitional Pelagic: Sand Mesa,7/21/21,1.936615,22.05442,,,
 Transitional Pelagic: Sand Mesa,7/21/21,1.903955,22.05578,,,
 Transitional Pelagic: Sand Mesa,7/21/21,1.356585,22.07646,,,
 Transitional Pelagic: Sand Mesa,7/21/21,1.318705,22.07779,,,
 Transitional Pelagic: Sand Mesa,7/21/21,1.280835,22.07912,,,
 Transitional Pelagic: Sand Mesa,7/21/21,1.242955,22.08045,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.757766,22.14229,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.723955,22.14555,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.690145,22.14881,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.437811,22.20763,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.416227,22.21163,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.394644,22.21562,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.37306,22.21961,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0.021908,22.2391,,,
 Transitional Pelagic: Sand Mesa,7/21/21,0,22.24125,,,
 Transitional Pelagic: Sand Mesa,8/11/21,15.958361,17.29645,,,
 Transitional Pelagic: Sand Mesa,8/11/21,15.962181,17.29599,,,
 Transitional Pelagic: Sand Mesa,8/11/21,15.939891,17.2941,,,
 Transitional Pelagic: Sand Mesa,8/11/21,15.939251,17.29374,,,
 Transitional Pelagic: Sand Mesa,8/11/21,15.220851,17.28247,,,
 Transitional Pelagic: Sand Mesa,8/11/21,14.397761,17.30029,,,
 Transitional Pelagic: Sand Mesa,8/11/21,14.292801,17.30166,,,
 Transitional Pelagic: Sand Mesa,8/11/21,13.924741,17.58727,,,
 Transitional Pelagic: Sand Mesa,8/11/21,13.860081,17.61514,,,
 Transitional Pelagic: Sand Mesa,8/11/21,13.241931,17.79925,,,
 Transitional Pelagic: Sand Mesa,8/11/21,12.570191,18.49669,,,
 Transitional Pelagic: Sand Mesa,8/11/21,12.483631,18.57084,,,
 Transitional Pelagic: Sand Mesa,8/11/21,12.135791,19.39793,,,
 Transitional Pelagic: Sand Mesa,8/11/21,12.078831,19.5021,,,
 Transitional Pelagic: Sand Mesa,8/11/21,11.401971,19.73843,,,
 Transitional Pelagic: Sand Mesa,8/11/21,10.821411,20.10177,,,
 Transitional Pelagic: Sand Mesa,8/11/21,10.742191,20.14396,,,
 Transitional Pelagic: Sand Mesa,8/11/21,10.394021,20.27649,,,
 Transitional Pelagic: Sand Mesa,8/11/21,10.340771,20.30184,,,
 Transitional Pelagic: Sand Mesa,8/11/21,9.667461,20.35455,,,
 Transitional Pelagic: Sand Mesa,8/11/21,9.107761,20.55036,,,
 Transitional Pelagic: Sand Mesa,8/11/21,9.030971,20.57131,,,
 Transitional Pelagic: Sand Mesa,8/11/21,8.766901,20.64527,,,
 Transitional Pelagic: Sand Mesa,8/11/21,8.722471,20.65951,,,
 Transitional Pelagic: Sand Mesa,8/11/21,8.169181,20.72683,,,
 Transitional Pelagic: Sand Mesa,8/11/21,7.615931,20.81165,,,
 Transitional Pelagic: Sand Mesa,8/11/21,7.543051,20.82223,,,
 Transitional Pelagic: Sand Mesa,8/11/21,7.234631,20.88126,,,
 Transitional Pelagic: Sand Mesa,8/11/21,7.185661,20.88991,,,
 Transitional Pelagic: Sand Mesa,8/11/21,6.518791,20.89571,,,
 Transitional Pelagic: Sand Mesa,8/11/21,5.785971,20.95941,,,
 Transitional Pelagic: Sand Mesa,8/11/21,5.692741,20.96571,,,
 Transitional Pelagic: Sand Mesa,8/11/21,5.035431,21.00558,,,
 Transitional Pelagic: Sand Mesa,8/11/21,4.947511,21.01167,,,
 Transitional Pelagic: Sand Mesa,8/11/21,4.599121,21.05543,,,
 Transitional Pelagic: Sand Mesa,8/11/21,3.874151,21.0951,,,
 Transitional Pelagic: Sand Mesa,8/11/21,3.792131,21.10039,,,
 Transitional Pelagic: Sand Mesa,8/11/21,3.003371,21.09905,,,
 Transitional Pelagic: Sand Mesa,8/11/21,2.901681,21.10026,,,
 Transitional Pelagic: Sand Mesa,8/11/21,2.557981,21.11689,,,
 Transitional Pelagic: Sand Mesa,8/11/21,1.864421,21.10941,,,
 Transitional Pelagic: Sand Mesa,8/11/21,1.785831,21.10924,,,
 Transitional Pelagic: Sand Mesa,8/11/21,1.098531,21.15746,,,
 Transitional Pelagic: Sand Mesa,8/11/21,1.007751,21.16178,,,
 Transitional Pelagic: Sand Mesa,8/11/21,0.671201,21.20354,,,
 Transitional Pelagic: Sand Mesa,8/11/21,0.069271,21.24166,,,
 Transitional Pelagic: Sand Mesa,8/11/21,0,21.24669,,,
 Transitional Pelagic: Sand Mesa,9/15/21,15.307651,19.15885,,,
 Transitional Pelagic: Sand Mesa,9/15/21,15.291761,19.1269,,,
 Transitional Pelagic: Sand Mesa,9/15/21,15.289701,19.12301,,,
 Transitional Pelagic: Sand Mesa,9/15/21,15.234131,19.08984,,,
 Transitional Pelagic: Sand Mesa,9/15/21,14.584991,19.08265,,,
 Transitional Pelagic: Sand Mesa,9/15/21,14.519251,19.08088,,,
 Transitional Pelagic: Sand Mesa,9/15/21,14.239691,19.1297,,,
 Transitional Pelagic: Sand Mesa,9/15/21,14.188681,19.13416,,,
 Transitional Pelagic: Sand Mesa,9/15/21,13.809031,19.15094,,,
 Transitional Pelagic: Sand Mesa,9/15/21,13.429031,19.15049,,,
 Transitional Pelagic: Sand Mesa,9/15/21,13.379181,19.1509,,,
 Transitional Pelagic: Sand Mesa,9/15/21,13.130461,19.16033,,,
 Transitional Pelagic: Sand Mesa,9/15/21,13.093721,19.16114,,,
 Transitional Pelagic: Sand Mesa,9/15/21,12.713841,19.1645,,,
 Transitional Pelagic: Sand Mesa,9/15/21,12.312531,19.17464,,,
 Transitional Pelagic: Sand Mesa,9/15/21,12.260631,19.17573,,,
 Transitional Pelagic: Sand Mesa,9/15/21,12.001571,19.18631,,,
 Transitional Pelagic: Sand Mesa,9/15/21,11.962701,19.18769,,,
 Transitional Pelagic: Sand Mesa,9/15/21,11.644461,19.18107,,,
 Transitional Pelagic: Sand Mesa,9/15/21,11.358421,19.1715,,,
 Transitional Pelagic: Sand Mesa,9/15/21,11.320001,19.17031,,,
 Transitional Pelagic: Sand Mesa,9/15/21,11.130331,19.18652,,,
 Transitional Pelagic: Sand Mesa,9/15/21,11.102341,19.18773,,,
 Transitional Pelagic: Sand Mesa,9/15/21,10.757951,19.17956,,,
 Transitional Pelagic: Sand Mesa,9/15/21,10.432481,19.17172,,,
 Transitional Pelagic: Sand Mesa,9/15/21,10.389061,19.17063,,,
 Transitional Pelagic: Sand Mesa,9/15/21,10.230581,19.17709,,,
 Transitional Pelagic: Sand Mesa,9/15/21,10.204141,19.17742,,,
 Transitional Pelagic: Sand Mesa,9/15/21,9.811041,19.17485,,,
 Transitional Pelagic: Sand Mesa,9/15/21,9.412981,19.17869,,,
 Transitional Pelagic: Sand Mesa,9/15/21,9.360791,19.17897,,,
 Transitional Pelagic: Sand Mesa,9/15/21,9.167051,19.19456,,,
 Transitional Pelagic: Sand Mesa,9/15/21,9.134641,19.19621,,,
 Transitional Pelagic: Sand Mesa,9/15/21,8.769171,19.20597,,,
 Transitional Pelagic: Sand Mesa,9/15/21,8.460031,19.19931,,,
 Transitional Pelagic: Sand Mesa,9/15/21,8.417451,19.19893,,,
 Transitional Pelagic: Sand Mesa,9/15/21,8.233481,19.19244,,,
 Transitional Pelagic: Sand Mesa,9/15/21,8.205231,19.19153,,,
 Transitional Pelagic: Sand Mesa,9/15/21,7.733351,19.21173,,,
 Transitional Pelagic: Sand Mesa,9/15/21,7.389111,19.208,,,
 Transitional Pelagic: Sand Mesa,9/15/21,7.339541,19.20832,,,
 Transitional Pelagic: Sand Mesa,9/15/21,7.176011,19.20418,,,
 Transitional Pelagic: Sand Mesa,9/15/21,7.148661,19.2036,,,
 Transitional Pelagic: Sand Mesa,9/15/21,6.792371,19.21472,,,
 Transitional Pelagic: Sand Mesa,9/15/21,6.480041,19.20762,,,
 Transitional Pelagic: Sand Mesa,9/15/21,6.437551,19.20729,,,
 Transitional Pelagic: Sand Mesa,9/15/21,6.301561,19.20709,,,
 Transitional Pelagic: Sand Mesa,9/15/21,6.277821,19.20678,,,
